Vardas              Pavarde             Galutinis (med.)  
Vardenis6328        Pavardenis6328      4.50              
Vardenis6329        Pavardenis6329      4.50              
Vardenis6335        Pavardenis6335      4.50              
Vardenis6338        Pavardenis6338      4.00              
Vardenis6339        Pavardenis6339      4.50              
Vardenis6341        Pavardenis6341      4.50              
Vardenis6343        Pavardenis6343      4.50              
Vardenis6346        Pavardenis6346      4.00              
Vardenis6347        Pavardenis6347      4.50              
Vardenis6354        Pavardenis6354      4.00              
Vardenis6362        Pavardenis6362      3.50              
Vardenis6365        Pavardenis6365      4.50              
Vardenis6369        Pavardenis6369      4.50              
Vardenis6374        Pavardenis6374      3.00              
Vardenis6375        Pavardenis6375      4.00              
Vardenis6376        Pavardenis6376      3.50              
Vardenis6382        Pavardenis6382      4.00              
Vardenis6384        Pavardenis6384      4.50              
Vardenis6385        Pavardenis6385      4.00              
Vardenis6390        Pavardenis6390      4.50              
Vardenis6391        Pavardenis6391      4.50              
Vardenis6398        Pavardenis6398      4.50              
Vardenis6404        Pavardenis6404      3.50              
Vardenis6412        Pavardenis6412      4.50              
Vardenis6414        Pavardenis6414      4.50              
Vardenis6415        Pavardenis6415      4.00              
Vardenis6417        Pavardenis6417      2.00              
Vardenis6418        Pavardenis6418      4.50              
Vardenis6431        Pavardenis6431      4.00              
Vardenis6432        Pavardenis6432      4.00              
Vardenis6433        Pavardenis6433      4.00              
Vardenis6434        Pavardenis6434      4.50              
Vardenis6447        Pavardenis6447      3.00              
Vardenis6450        Pavardenis6450      4.00              
Vardenis6452        Pavardenis6452      4.50              
Vardenis6455        Pavardenis6455      4.50              
Vardenis6456        Pavardenis6456      3.50              
Vardenis6457        Pavardenis6457      4.50              
Vardenis6458        Pavardenis6458      2.50              
Vardenis6460        Pavardenis6460      2.50              
Vardenis6470        Pavardenis6470      4.50              
Vardenis6472        Pavardenis6472      2.50              
Vardenis6477        Pavardenis6477      4.00              
Vardenis6481        Pavardenis6481      3.50              
Vardenis6499        Pavardenis6499      2.00              
Vardenis6500        Pavardenis6500      4.50              
Vardenis6501        Pavardenis6501      3.50              
Vardenis6502        Pavardenis6502      4.50              
Vardenis6504        Pavardenis6504      3.50              
Vardenis6505        Pavardenis6505      2.00              
Vardenis6506        Pavardenis6506      4.00              
Vardenis6510        Pavardenis6510      4.50              
Vardenis6511        Pavardenis6511      3.00              
Vardenis6514        Pavardenis6514      4.00              
Vardenis6524        Pavardenis6524      1.50              
Vardenis6526        Pavardenis6526      3.00              
Vardenis6530        Pavardenis6530      4.00              
Vardenis6533        Pavardenis6533      4.00              
Vardenis6535        Pavardenis6535      4.00              
Vardenis6536        Pavardenis6536      4.50              
Vardenis6541        Pavardenis6541      4.50              
Vardenis6549        Pavardenis6549      3.00              
Vardenis6550        Pavardenis6550      4.50              
Vardenis6555        Pavardenis6555      4.00              
Vardenis6571        Pavardenis6571      3.00              
Vardenis6573        Pavardenis6573      3.50              
Vardenis6579        Pavardenis6579      2.00              
Vardenis6582        Pavardenis6582      3.00              
Vardenis6587        Pavardenis6587      4.00              
Vardenis6591        Pavardenis6591      2.50              
Vardenis6592        Pavardenis6592      4.50              
Vardenis6594        Pavardenis6594      2.50              
Vardenis6595        Pavardenis6595      4.00              
Vardenis6597        Pavardenis6597      4.50              
Vardenis6598        Pavardenis6598      4.50              
Vardenis6599        Pavardenis6599      3.50              
Vardenis6600        Pavardenis6600      4.50              
Vardenis6601        Pavardenis6601      4.50              
Vardenis6608        Pavardenis6608      4.00              
Vardenis6613        Pavardenis6613      4.50              
Vardenis6614        Pavardenis6614      4.00              
Vardenis6617        Pavardenis6617      4.00              
Vardenis6618        Pavardenis6618      4.00              
Vardenis6622        Pavardenis6622      4.00              
Vardenis6625        Pavardenis6625      4.50              
Vardenis6626        Pavardenis6626      4.00              
Vardenis6627        Pavardenis6627      4.00              
Vardenis6628        Pavardenis6628      3.50              
Vardenis6630        Pavardenis6630      4.50              
Vardenis6635        Pavardenis6635      4.50              
Vardenis6639        Pavardenis6639      4.50              
Vardenis6641        Pavardenis6641      4.50              
Vardenis6649        Pavardenis6649      4.50              
Vardenis6651        Pavardenis6651      4.50              
Vardenis6656        Pavardenis6656      3.00              
Vardenis6660        Pavardenis6660      4.50              
Vardenis6661        Pavardenis6661      4.50              
Vardenis6662        Pavardenis6662      3.00              
Vardenis6665        Pavardenis6665      4.50              
Vardenis6667        Pavardenis6667      3.50              
Vardenis6669        Pavardenis6669      4.50              
Vardenis6671        Pavardenis6671      4.00              
Vardenis6672        Pavardenis6672      4.00              
Vardenis6678        Pavardenis6678      4.50              
Vardenis6691        Pavardenis6691      2.50              
Vardenis6692        Pavardenis6692      3.00              
Vardenis6694        Pavardenis6694      4.50              
Vardenis6695        Pavardenis6695      4.50              
Vardenis6697        Pavardenis6697      4.50              
Vardenis6698        Pavardenis6698      3.50              
Vardenis6699        Pavardenis6699      3.00              
Vardenis6700        Pavardenis6700      3.00              
Vardenis6706        Pavardenis6706      3.00              
Vardenis6710        Pavardenis6710      4.00              
Vardenis6712        Pavardenis6712      4.00              
Vardenis6714        Pavardenis6714      3.50              
Vardenis6716        Pavardenis6716      3.50              
Vardenis6720        Pavardenis6720      3.00              
Vardenis6723        Pavardenis6723      4.50              
Vardenis6724        Pavardenis6724      4.00              
Vardenis6725        Pavardenis6725      4.50              
Vardenis6726        Pavardenis6726      4.00              
Vardenis6730        Pavardenis6730      2.50              
Vardenis6731        Pavardenis6731      3.00              
Vardenis6734        Pavardenis6734      4.50              
Vardenis6736        Pavardenis6736      4.50              
Vardenis6739        Pavardenis6739      4.00              
Vardenis6741        Pavardenis6741      3.50              
Vardenis6745        Pavardenis6745      4.00              
Vardenis6751        Pavardenis6751      3.50              
Vardenis6756        Pavardenis6756      4.00              
Vardenis6757        Pavardenis6757      2.00              
Vardenis6759        Pavardenis6759      4.00              
Vardenis6760        Pavardenis6760      4.50              
Vardenis6761        Pavardenis6761      4.00              
Vardenis6771        Pavardenis6771      4.00              
Vardenis6773        Pavardenis6773      4.00              
Vardenis6774        Pavardenis6774      3.00              
Vardenis6778        Pavardenis6778      3.50              
Vardenis6779        Pavardenis6779      3.00              
Vardenis6780        Pavardenis6780      4.50              
Vardenis6795        Pavardenis6795      4.50              
Vardenis6796        Pavardenis6796      4.00              
Vardenis6798        Pavardenis6798      4.50              
Vardenis6800        Pavardenis6800      4.00              
Vardenis6803        Pavardenis6803      4.50              
Vardenis6806        Pavardenis6806      4.50              
Vardenis6810        Pavardenis6810      3.50              
Vardenis6811        Pavardenis6811      2.50              
Vardenis6813        Pavardenis6813      2.00              
Vardenis6818        Pavardenis6818      4.50              
Vardenis6820        Pavardenis6820      3.50              
Vardenis6822        Pavardenis6822      4.50              
Vardenis6826        Pavardenis6826      3.00              
Vardenis6828        Pavardenis6828      4.50              
Vardenis6835        Pavardenis6835      3.50              
Vardenis6838        Pavardenis6838      3.50              
Vardenis6842        Pavardenis6842      4.00              
Vardenis6850        Pavardenis6850      4.00              
Vardenis6851        Pavardenis6851      4.50              
Vardenis6852        Pavardenis6852      4.50              
Vardenis6855        Pavardenis6855      4.50              
Vardenis6861        Pavardenis6861      4.50              
Vardenis6862        Pavardenis6862      3.50              
Vardenis6865        Pavardenis6865      4.00              
Vardenis6867        Pavardenis6867      4.00              
Vardenis6868        Pavardenis6868      4.50              
Vardenis6870        Pavardenis6870      4.00              
Vardenis6878        Pavardenis6878      4.00              
Vardenis6879        Pavardenis6879      4.00              
Vardenis6884        Pavardenis6884      2.00              
Vardenis6885        Pavardenis6885      4.50              
Vardenis6895        Pavardenis6895      3.00              
Vardenis6896        Pavardenis6896      3.50              
Vardenis6908        Pavardenis6908      3.50              
Vardenis6909        Pavardenis6909      4.00              
Vardenis6911        Pavardenis6911      4.50              
Vardenis6912        Pavardenis6912      4.00              
Vardenis6917        Pavardenis6917      4.50              
Vardenis6919        Pavardenis6919      3.00              
Vardenis6923        Pavardenis6923      3.50              
Vardenis6930        Pavardenis6930      3.00              
Vardenis6931        Pavardenis6931      4.00              
Vardenis6932        Pavardenis6932      3.50              
Vardenis6939        Pavardenis6939      4.50              
Vardenis6941        Pavardenis6941      2.00              
Vardenis6944        Pavardenis6944      3.50              
Vardenis6949        Pavardenis6949      4.00              
Vardenis6951        Pavardenis6951      4.00              
Vardenis6957        Pavardenis6957      4.50              
Vardenis6958        Pavardenis6958      3.50              
Vardenis6960        Pavardenis6960      2.50              
Vardenis6963        Pavardenis6963      2.50              
Vardenis6964        Pavardenis6964      4.00              
Vardenis6967        Pavardenis6967      3.00              
Vardenis6969        Pavardenis6969      4.50              
Vardenis6970        Pavardenis6970      3.50              
Vardenis6974        Pavardenis6974      4.50              
Vardenis6977        Pavardenis6977      3.00              
Vardenis6978        Pavardenis6978      4.50              
Vardenis6979        Pavardenis6979      4.00              
Vardenis6980        Pavardenis6980      4.00              
Vardenis6991        Pavardenis6991      4.00              
Vardenis6996        Pavardenis6996      3.00              
Vardenis7002        Pavardenis7002      3.50              
Vardenis7012        Pavardenis7012      3.00              
Vardenis7014        Pavardenis7014      4.50              
Vardenis7016        Pavardenis7016      3.50              
Vardenis7019        Pavardenis7019      4.50              
Vardenis7021        Pavardenis7021      4.00              
Vardenis7028        Pavardenis7028      4.50              
Vardenis7030        Pavardenis7030      4.50              
Vardenis7031        Pavardenis7031      4.00              
Vardenis7040        Pavardenis7040      3.00              
Vardenis7041        Pavardenis7041      4.50              
Vardenis7043        Pavardenis7043      4.50              
Vardenis7047        Pavardenis7047      4.00              
Vardenis7050        Pavardenis7050      4.50              
Vardenis7054        Pavardenis7054      3.00              
Vardenis7056        Pavardenis7056      4.50              
Vardenis7059        Pavardenis7059      3.50              
Vardenis7062        Pavardenis7062      3.50              
Vardenis7064        Pavardenis7064      4.50              
Vardenis7066        Pavardenis7066      4.50              
Vardenis7067        Pavardenis7067      4.50              
Vardenis7069        Pavardenis7069      3.50              
Vardenis7070        Pavardenis7070      4.00              
Vardenis7071        Pavardenis7071      4.50              
Vardenis7078        Pavardenis7078      3.00              
Vardenis7079        Pavardenis7079      4.00              
Vardenis7082        Pavardenis7082      4.50              
Vardenis7086        Pavardenis7086      4.50              
Vardenis7087        Pavardenis7087      4.50              
Vardenis7090        Pavardenis7090      4.50              
Vardenis7097        Pavardenis7097      4.00              
Vardenis7098        Pavardenis7098      4.50              
Vardenis7107        Pavardenis7107      4.50              
Vardenis7108        Pavardenis7108      4.00              
Vardenis7109        Pavardenis7109      3.50              
Vardenis7110        Pavardenis7110      4.50              
Vardenis7113        Pavardenis7113      4.00              
Vardenis7115        Pavardenis7115      3.50              
Vardenis7117        Pavardenis7117      4.00              
Vardenis7119        Pavardenis7119      4.00              
Vardenis7130        Pavardenis7130      4.00              
Vardenis7134        Pavardenis7134      4.50              
Vardenis7139        Pavardenis7139      4.00              
Vardenis7140        Pavardenis7140      3.50              
Vardenis7145        Pavardenis7145      2.00              
Vardenis7151        Pavardenis7151      3.00              
Vardenis7154        Pavardenis7154      3.00              
Vardenis7156        Pavardenis7156      3.50              
Vardenis7158        Pavardenis7158      2.50              
Vardenis7165        Pavardenis7165      4.50              
Vardenis7169        Pavardenis7169      4.50              
Vardenis7172        Pavardenis7172      3.50              
Vardenis7174        Pavardenis7174      2.50              
Vardenis7175        Pavardenis7175      3.50              
Vardenis7176        Pavardenis7176      4.00              
Vardenis7177        Pavardenis7177      4.50              
Vardenis7185        Pavardenis7185      4.00              
Vardenis7186        Pavardenis7186      3.00              
Vardenis7189        Pavardenis7189      4.50              
Vardenis7194        Pavardenis7194      4.50              
Vardenis7195        Pavardenis7195      4.00              
Vardenis7200        Pavardenis7200      4.50              
Vardenis7202        Pavardenis7202      3.50              
Vardenis7207        Pavardenis7207      4.50              
Vardenis7210        Pavardenis7210      3.50              
Vardenis7213        Pavardenis7213      4.50              
Vardenis7215        Pavardenis7215      4.50              
Vardenis7218        Pavardenis7218      4.00              
Vardenis7221        Pavardenis7221      3.50              
Vardenis7225        Pavardenis7225      4.50              
Vardenis7226        Pavardenis7226      4.50              
Vardenis7230        Pavardenis7230      4.00              
Vardenis7231        Pavardenis7231      3.50              
Vardenis7234        Pavardenis7234      4.50              
Vardenis7236        Pavardenis7236      4.50              
Vardenis7242        Pavardenis7242      4.50              
Vardenis7243        Pavardenis7243      2.50              
Vardenis7247        Pavardenis7247      4.00              
Vardenis7248        Pavardenis7248      4.50              
Vardenis7249        Pavardenis7249      4.50              
Vardenis7254        Pavardenis7254      4.50              
Vardenis7256        Pavardenis7256      4.00              
Vardenis7263        Pavardenis7263      4.00              
Vardenis7265        Pavardenis7265      4.50              
Vardenis7269        Pavardenis7269      4.00              
Vardenis7274        Pavardenis7274      4.50              
Vardenis7278        Pavardenis7278      3.50              
Vardenis7284        Pavardenis7284      3.50              
Vardenis7285        Pavardenis7285      4.50              
Vardenis7286        Pavardenis7286      4.00              
Vardenis7287        Pavardenis7287      4.50              
Vardenis7291        Pavardenis7291      4.00              
Vardenis7304        Pavardenis7304      4.00              
Vardenis7319        Pavardenis7319      3.50              
Vardenis7321        Pavardenis7321      4.00              
Vardenis7323        Pavardenis7323      3.50              
Vardenis7324        Pavardenis7324      4.00              
Vardenis7325        Pavardenis7325      4.00              
Vardenis7326        Pavardenis7326      2.00              
Vardenis7327        Pavardenis7327      4.50              
Vardenis7329        Pavardenis7329      4.50              
Vardenis7330        Pavardenis7330      4.50              
Vardenis7335        Pavardenis7335      4.50              
Vardenis7338        Pavardenis7338      3.50              
Vardenis7344        Pavardenis7344      4.50              
Vardenis7347        Pavardenis7347      3.00              
Vardenis7353        Pavardenis7353      3.50              
Vardenis7357        Pavardenis7357      4.00              
Vardenis7360        Pavardenis7360      4.50              
Vardenis7363        Pavardenis7363      4.50              
Vardenis7366        Pavardenis7366      4.50              
Vardenis7367        Pavardenis7367      1.00              
Vardenis7368        Pavardenis7368      2.00              
Vardenis7371        Pavardenis7371      4.00              
Vardenis7372        Pavardenis7372      4.00              
Vardenis7373        Pavardenis7373      4.00              
Vardenis7375        Pavardenis7375      4.50              
Vardenis7386        Pavardenis7386      4.50              
Vardenis7389        Pavardenis7389      2.50              
Vardenis7390        Pavardenis7390      4.50              
Vardenis7391        Pavardenis7391      4.50              
Vardenis7397        Pavardenis7397      4.00              
Vardenis7401        Pavardenis7401      4.00              
Vardenis7403        Pavardenis7403      4.50              
Vardenis7405        Pavardenis7405      3.50              
Vardenis7412        Pavardenis7412      3.50              
Vardenis7415        Pavardenis7415      2.00              
Vardenis7419        Pavardenis7419      4.00              
Vardenis7420        Pavardenis7420      4.50              
Vardenis7421        Pavardenis7421      4.00              
Vardenis7424        Pavardenis7424      4.00              
Vardenis7430        Pavardenis7430      4.50              
Vardenis7433        Pavardenis7433      4.00              
Vardenis7434        Pavardenis7434      2.00              
Vardenis7435        Pavardenis7435      4.50              
Vardenis7439        Pavardenis7439      3.00              
Vardenis7441        Pavardenis7441      4.00              
Vardenis7443        Pavardenis7443      3.00              
Vardenis7444        Pavardenis7444      3.50              
Vardenis7446        Pavardenis7446      4.50              
Vardenis7466        Pavardenis7466      3.50              
Vardenis7473        Pavardenis7473      4.50              
Vardenis7474        Pavardenis7474      4.00              
Vardenis7476        Pavardenis7476      4.50              
Vardenis7482        Pavardenis7482      4.00              
Vardenis7485        Pavardenis7485      4.50              
Vardenis7490        Pavardenis7490      4.50              
Vardenis7491        Pavardenis7491      4.50              
Vardenis7493        Pavardenis7493      4.50              
Vardenis7497        Pavardenis7497      4.50              
Vardenis7503        Pavardenis7503      4.50              
Vardenis7510        Pavardenis7510      4.50              
Vardenis7518        Pavardenis7518      4.50              
Vardenis7519        Pavardenis7519      2.00              
Vardenis7520        Pavardenis7520      4.00              
Vardenis7521        Pavardenis7521      3.50              
Vardenis7524        Pavardenis7524      3.00              
Vardenis7527        Pavardenis7527      4.50              
Vardenis7533        Pavardenis7533      4.00              
Vardenis7535        Pavardenis7535      4.50              
Vardenis7537        Pavardenis7537      4.50              
Vardenis7543        Pavardenis7543      3.50              
Vardenis7544        Pavardenis7544      4.50              
Vardenis7545        Pavardenis7545      4.50              
Vardenis7555        Pavardenis7555      4.50              
Vardenis7558        Pavardenis7558      2.50              
Vardenis7559        Pavardenis7559      4.00              
Vardenis7563        Pavardenis7563      4.00              
Vardenis7564        Pavardenis7564      4.50              
Vardenis7568        Pavardenis7568      4.00              
Vardenis7573        Pavardenis7573      4.50              
Vardenis7574        Pavardenis7574      4.50              
Vardenis7575        Pavardenis7575      4.00              
Vardenis7582        Pavardenis7582      4.50              
Vardenis7584        Pavardenis7584      4.00              
Vardenis7585        Pavardenis7585      4.00              
Vardenis7588        Pavardenis7588      4.50              
Vardenis7591        Pavardenis7591      4.50              
Vardenis7595        Pavardenis7595      4.00              
Vardenis7596        Pavardenis7596      4.50              
Vardenis7597        Pavardenis7597      4.50              
Vardenis7599        Pavardenis7599      3.50              
Vardenis7607        Pavardenis7607      3.00              
Vardenis7609        Pavardenis7609      4.50              
Vardenis7610        Pavardenis7610      3.50              
Vardenis7612        Pavardenis7612      3.00              
Vardenis7613        Pavardenis7613      4.50              
Vardenis7617        Pavardenis7617      4.00              
Vardenis7619        Pavardenis7619      3.50              
Vardenis7627        Pavardenis7627      3.50              
Vardenis7633        Pavardenis7633      4.00              
Vardenis7636        Pavardenis7636      4.50              
Vardenis7638        Pavardenis7638      4.00              
Vardenis7640        Pavardenis7640      4.00              
Vardenis7649        Pavardenis7649      4.50              
Vardenis7653        Pavardenis7653      3.00              
Vardenis7663        Pavardenis7663      4.50              
Vardenis7665        Pavardenis7665      4.50              
Vardenis7667        Pavardenis7667      4.00              
Vardenis7672        Pavardenis7672      3.00              
Vardenis7673        Pavardenis7673      4.00              
Vardenis7678        Pavardenis7678      4.50              
Vardenis7688        Pavardenis7688      4.00              
Vardenis7695        Pavardenis7695      2.00              
Vardenis7697        Pavardenis7697      4.00              
Vardenis7702        Pavardenis7702      4.50              
Vardenis7703        Pavardenis7703      4.50              
Vardenis7709        Pavardenis7709      3.50              
Vardenis7712        Pavardenis7712      4.00              
Vardenis7717        Pavardenis7717      3.00              
Vardenis7720        Pavardenis7720      4.00              
Vardenis7721        Pavardenis7721      4.50              
Vardenis7724        Pavardenis7724      4.50              
Vardenis7727        Pavardenis7727      4.50              
Vardenis7728        Pavardenis7728      4.00              
Vardenis7732        Pavardenis7732      4.50              
Vardenis7734        Pavardenis7734      4.50              
Vardenis7737        Pavardenis7737      3.50              
Vardenis7751        Pavardenis7751      4.50              
Vardenis7752        Pavardenis7752      4.50              
Vardenis7753        Pavardenis7753      4.00              
Vardenis7759        Pavardenis7759      4.50              
Vardenis7760        Pavardenis7760      4.50              
Vardenis7763        Pavardenis7763      4.50              
Vardenis7768        Pavardenis7768      2.50              
Vardenis7769        Pavardenis7769      3.00              
Vardenis7772        Pavardenis7772      4.00              
Vardenis7773        Pavardenis7773      4.00              
Vardenis7777        Pavardenis7777      4.00              
Vardenis7781        Pavardenis7781      4.00              
Vardenis7786        Pavardenis7786      4.50              
Vardenis7791        Pavardenis7791      4.00              
Vardenis7794        Pavardenis7794      2.50              
Vardenis7799        Pavardenis7799      4.00              
Vardenis7800        Pavardenis7800      4.50              
Vardenis7802        Pavardenis7802      4.00              
Vardenis7805        Pavardenis7805      3.00              
Vardenis7806        Pavardenis7806      4.50              
Vardenis7813        Pavardenis7813      4.50              
Vardenis7816        Pavardenis7816      4.50              
Vardenis7821        Pavardenis7821      3.00              
Vardenis7822        Pavardenis7822      4.00              
Vardenis7826        Pavardenis7826      3.50              
Vardenis7827        Pavardenis7827      4.00              
Vardenis7832        Pavardenis7832      2.00              
Vardenis7834        Pavardenis7834      4.50              
Vardenis7837        Pavardenis7837      4.50              
Vardenis7843        Pavardenis7843      4.00              
Vardenis7853        Pavardenis7853      3.50              
Vardenis7868        Pavardenis7868      4.50              
Vardenis7870        Pavardenis7870      2.00              
Vardenis7874        Pavardenis7874      4.00              
Vardenis7876        Pavardenis7876      4.00              
Vardenis7881        Pavardenis7881      3.50              
Vardenis7882        Pavardenis7882      4.50              
Vardenis7883        Pavardenis7883      4.00              
Vardenis7894        Pavardenis7894      3.50              
Vardenis7895        Pavardenis7895      3.50              
Vardenis7896        Pavardenis7896      4.00              
Vardenis7897        Pavardenis7897      4.00              
Vardenis7899        Pavardenis7899      3.50              
Vardenis7902        Pavardenis7902      4.50              
Vardenis7904        Pavardenis7904      4.50              
Vardenis7905        Pavardenis7905      4.00              
Vardenis7910        Pavardenis7910      4.00              
Vardenis7911        Pavardenis7911      3.00              
Vardenis7913        Pavardenis7913      3.50              
Vardenis7918        Pavardenis7918      4.50              
Vardenis7920        Pavardenis7920      4.50              
Vardenis7925        Pavardenis7925      4.50              
Vardenis7932        Pavardenis7932      4.00              
Vardenis7933        Pavardenis7933      3.00              
Vardenis7934        Pavardenis7934      4.50              
Vardenis7935        Pavardenis7935      4.00              
Vardenis7938        Pavardenis7938      4.50              
Vardenis7943        Pavardenis7943      4.00              
Vardenis7946        Pavardenis7946      4.50              
Vardenis7949        Pavardenis7949      4.50              
Vardenis7951        Pavardenis7951      4.00              
Vardenis7955        Pavardenis7955      3.50              
Vardenis7956        Pavardenis7956      4.50              
Vardenis7960        Pavardenis7960      2.50              
Vardenis7961        Pavardenis7961      4.00              
Vardenis7963        Pavardenis7963      4.50              
Vardenis7964        Pavardenis7964      4.00              
Vardenis7967        Pavardenis7967      4.00              
Vardenis7968        Pavardenis7968      4.00              
Vardenis7970        Pavardenis7970      4.50              
Vardenis7971        Pavardenis7971      3.50              
Vardenis7973        Pavardenis7973      3.50              
Vardenis7974        Pavardenis7974      3.50              
Vardenis7975        Pavardenis7975      4.00              
Vardenis7977        Pavardenis7977      4.50              
Vardenis7980        Pavardenis7980      4.00              
Vardenis7983        Pavardenis7983      4.00              
Vardenis7989        Pavardenis7989      3.50              
Vardenis7990        Pavardenis7990      3.00              
Vardenis7993        Pavardenis7993      4.00              
Vardenis7998        Pavardenis7998      3.50              
Vardenis7999        Pavardenis7999      2.50              
Vardenis8000        Pavardenis8000      4.00              
Vardenis8002        Pavardenis8002      4.00              
Vardenis8008        Pavardenis8008      4.50              
Vardenis8009        Pavardenis8009      3.50              
Vardenis8012        Pavardenis8012      3.50              
Vardenis8026        Pavardenis8026      4.00              
Vardenis8031        Pavardenis8031      3.50              
Vardenis8034        Pavardenis8034      4.50              
Vardenis8038        Pavardenis8038      4.50              
Vardenis8045        Pavardenis8045      4.50              
Vardenis8046        Pavardenis8046      2.50              
Vardenis8048        Pavardenis8048      3.50              
Vardenis8050        Pavardenis8050      3.00              
Vardenis8051        Pavardenis8051      4.50              
Vardenis8052        Pavardenis8052      3.00              
Vardenis8057        Pavardenis8057      4.50              
Vardenis8058        Pavardenis8058      4.50              
Vardenis8059        Pavardenis8059      4.00              
Vardenis8066        Pavardenis8066      4.00              
Vardenis8069        Pavardenis8069      4.50              
Vardenis8073        Pavardenis8073      3.50              
Vardenis8075        Pavardenis8075      4.00              
Vardenis8076        Pavardenis8076      4.00              
Vardenis8077        Pavardenis8077      4.50              
Vardenis8086        Pavardenis8086      3.50              
Vardenis8089        Pavardenis8089      4.00              
Vardenis8090        Pavardenis8090      4.00              
Vardenis8092        Pavardenis8092      4.00              
Vardenis8093        Pavardenis8093      2.50              
Vardenis8096        Pavardenis8096      3.00              
Vardenis8098        Pavardenis8098      4.50              
Vardenis8099        Pavardenis8099      4.50              
Vardenis8100        Pavardenis8100      4.50              
Vardenis8101        Pavardenis8101      4.00              
Vardenis8106        Pavardenis8106      4.00              
Vardenis8115        Pavardenis8115      4.00              
Vardenis8119        Pavardenis8119      4.50              
Vardenis8121        Pavardenis8121      4.00              
Vardenis8122        Pavardenis8122      3.50              
Vardenis8127        Pavardenis8127      4.00              
Vardenis8131        Pavardenis8131      4.00              
Vardenis8132        Pavardenis8132      4.50              
Vardenis8133        Pavardenis8133      4.50              
Vardenis8134        Pavardenis8134      3.50              
Vardenis8137        Pavardenis8137      4.00              
Vardenis8146        Pavardenis8146      4.00              
Vardenis8155        Pavardenis8155      3.50              
Vardenis8158        Pavardenis8158      4.50              
Vardenis8159        Pavardenis8159      4.00              
Vardenis8164        Pavardenis8164      4.50              
Vardenis8166        Pavardenis8166      4.00              
Vardenis8168        Pavardenis8168      4.50              
Vardenis8175        Pavardenis8175      4.50              
Vardenis8185        Pavardenis8185      4.50              
Vardenis8187        Pavardenis8187      4.50              
Vardenis8189        Pavardenis8189      4.00              
Vardenis8191        Pavardenis8191      4.00              
Vardenis8192        Pavardenis8192      4.00              
Vardenis8194        Pavardenis8194      4.00              
Vardenis8196        Pavardenis8196      4.00              
Vardenis8201        Pavardenis8201      4.00              
Vardenis8204        Pavardenis8204      2.00              
Vardenis8210        Pavardenis8210      4.00              
Vardenis8214        Pavardenis8214      4.00              
Vardenis8220        Pavardenis8220      4.50              
Vardenis8224        Pavardenis8224      4.00              
Vardenis8230        Pavardenis8230      4.50              
Vardenis8231        Pavardenis8231      4.50              
Vardenis8235        Pavardenis8235      4.50              
Vardenis8236        Pavardenis8236      4.50              
Vardenis8238        Pavardenis8238      2.50              
Vardenis8239        Pavardenis8239      4.50              
Vardenis8243        Pavardenis8243      4.50              
Vardenis8244        Pavardenis8244      4.50              
Vardenis8247        Pavardenis8247      2.00              
Vardenis8248        Pavardenis8248      4.50              
Vardenis8251        Pavardenis8251      4.50              
Vardenis8259        Pavardenis8259      4.00              
Vardenis8263        Pavardenis8263      4.50              
Vardenis8272        Pavardenis8272      4.50              
Vardenis8276        Pavardenis8276      4.50              
Vardenis8278        Pavardenis8278      4.50              
Vardenis8279        Pavardenis8279      4.50              
Vardenis8288        Pavardenis8288      4.00              
Vardenis8289        Pavardenis8289      2.50              
Vardenis8290        Pavardenis8290      4.50              
Vardenis8292        Pavardenis8292      3.50              
Vardenis8294        Pavardenis8294      4.00              
Vardenis8299        Pavardenis8299      4.00              
Vardenis8306        Pavardenis8306      3.50              
Vardenis8307        Pavardenis8307      3.50              
Vardenis8320        Pavardenis8320      4.00              
Vardenis8324        Pavardenis8324      4.00              
Vardenis8333        Pavardenis8333      4.50              
Vardenis8336        Pavardenis8336      3.50              
Vardenis8341        Pavardenis8341      3.50              
Vardenis8344        Pavardenis8344      3.50              
Vardenis8345        Pavardenis8345      4.00              
Vardenis8346        Pavardenis8346      3.00              
Vardenis8347        Pavardenis8347      4.50              
Vardenis8354        Pavardenis8354      3.50              
Vardenis8360        Pavardenis8360      4.50              
Vardenis8364        Pavardenis8364      4.50              
Vardenis8366        Pavardenis8366      4.00              
Vardenis8385        Pavardenis8385      4.50              
Vardenis8388        Pavardenis8388      3.50              
Vardenis8389        Pavardenis8389      4.00              
Vardenis8391        Pavardenis8391      3.00              
Vardenis8396        Pavardenis8396      2.50              
Vardenis8397        Pavardenis8397      3.50              
Vardenis8398        Pavardenis8398      4.50              
Vardenis8399        Pavardenis8399      4.50              
Vardenis8400        Pavardenis8400      3.00              
Vardenis8402        Pavardenis8402      4.50              
Vardenis8404        Pavardenis8404      3.00              
Vardenis8405        Pavardenis8405      4.50              
Vardenis8409        Pavardenis8409      4.50              
Vardenis8410        Pavardenis8410      4.00              
Vardenis8412        Pavardenis8412      4.50              
Vardenis8413        Pavardenis8413      4.00              
Vardenis8414        Pavardenis8414      3.50              
Vardenis8421        Pavardenis8421      4.00              
Vardenis8422        Pavardenis8422      4.00              
Vardenis8427        Pavardenis8427      4.00              
Vardenis8435        Pavardenis8435      3.00              
Vardenis8443        Pavardenis8443      4.50              
Vardenis8445        Pavardenis8445      4.50              
Vardenis8447        Pavardenis8447      4.00              
Vardenis8450        Pavardenis8450      4.50              
Vardenis8451        Pavardenis8451      4.00              
Vardenis8458        Pavardenis8458      4.00              
