Vardas              Pavarde             Galutinis (vid.)  
Vardenis61015       Pavardenis61015     3.36              
Vardenis61016       Pavardenis61016     3.36              
Vardenis61023       Pavardenis61023     3.80              
Vardenis61024       Pavardenis61024     4.32              
Vardenis61030       Pavardenis61030     4.88              
Vardenis61031       Pavardenis61031     4.80              
Vardenis61032       Pavardenis61032     2.80              
Vardenis61037       Pavardenis61037     4.96              
Vardenis61039       Pavardenis61039     2.80              
Vardenis61040       Pavardenis61040     2.68              
Vardenis61041       Pavardenis61041     4.72              
Vardenis61046       Pavardenis61046     4.44              
Vardenis61051       Pavardenis61051     4.64              
Vardenis61061       Pavardenis61061     3.28              
Vardenis61063       Pavardenis61063     2.52              
Vardenis61064       Pavardenis61064     3.08              
Vardenis61065       Pavardenis61065     4.52              
Vardenis61073       Pavardenis61073     3.40              
Vardenis61077       Pavardenis61077     4.40              
Vardenis61080       Pavardenis61080     3.64              
Vardenis61083       Pavardenis61083     3.40              
Vardenis61084       Pavardenis61084     4.96              
Vardenis61085       Pavardenis61085     4.56              
Vardenis61086       Pavardenis61086     2.92              
Vardenis61089       Pavardenis61089     4.20              
Vardenis61090       Pavardenis61090     3.12              
Vardenis61091       Pavardenis61091     3.00              
Vardenis61093       Pavardenis61093     3.80              
Vardenis61094       Pavardenis61094     3.24              
Vardenis61096       Pavardenis61096     4.96              
Vardenis61098       Pavardenis61098     4.32              
Vardenis61099       Pavardenis61099     4.80              
Vardenis61101       Pavardenis61101     3.40              
Vardenis61102       Pavardenis61102     4.00              
Vardenis61103       Pavardenis61103     3.60              
Vardenis61104       Pavardenis61104     3.32              
Vardenis61107       Pavardenis61107     2.60              
Vardenis61109       Pavardenis61109     3.20              
Vardenis61111       Pavardenis61111     4.08              
Vardenis61114       Pavardenis61114     4.48              
Vardenis61120       Pavardenis61120     3.68              
Vardenis61123       Pavardenis61123     3.76              
Vardenis61131       Pavardenis61131     3.52              
Vardenis61134       Pavardenis61134     3.32              
Vardenis61135       Pavardenis61135     4.60              
Vardenis61136       Pavardenis61136     4.44              
Vardenis61137       Pavardenis61137     3.48              
Vardenis61138       Pavardenis61138     4.76              
Vardenis61139       Pavardenis61139     3.16              
Vardenis61146       Pavardenis61146     4.68              
Vardenis61148       Pavardenis61148     2.68              
Vardenis61149       Pavardenis61149     2.64              
Vardenis61154       Pavardenis61154     3.96              
Vardenis61155       Pavardenis61155     3.08              
Vardenis61156       Pavardenis61156     2.92              
Vardenis61157       Pavardenis61157     4.76              
Vardenis61158       Pavardenis61158     3.76              
Vardenis61160       Pavardenis61160     4.04              
Vardenis61161       Pavardenis61161     4.24              
Vardenis61162       Pavardenis61162     2.96              
Vardenis61168       Pavardenis61168     3.84              
Vardenis61171       Pavardenis61171     3.24              
Vardenis61172       Pavardenis61172     3.40              
Vardenis61179       Pavardenis61179     3.00              
Vardenis61181       Pavardenis61181     4.44              
Vardenis61184       Pavardenis61184     2.96              
Vardenis61186       Pavardenis61186     3.00              
Vardenis61189       Pavardenis61189     2.72              
Vardenis61191       Pavardenis61191     2.76              
Vardenis61193       Pavardenis61193     4.56              
Vardenis61195       Pavardenis61195     2.84              
Vardenis61200       Pavardenis61200     4.52              
Vardenis61201       Pavardenis61201     3.16              
Vardenis61202       Pavardenis61202     2.84              
Vardenis61203       Pavardenis61203     2.92              
Vardenis61204       Pavardenis61204     4.56              
Vardenis61206       Pavardenis61206     4.44              
Vardenis61214       Pavardenis61214     3.80              
Vardenis61215       Pavardenis61215     4.28              
Vardenis61221       Pavardenis61221     4.80              
Vardenis61222       Pavardenis61222     3.92              
Vardenis61223       Pavardenis61223     3.04              
Vardenis61225       Pavardenis61225     4.28              
Vardenis61227       Pavardenis61227     4.84              
Vardenis61230       Pavardenis61230     3.48              
Vardenis61231       Pavardenis61231     4.00              
Vardenis61233       Pavardenis61233     4.16              
Vardenis61234       Pavardenis61234     2.96              
Vardenis61235       Pavardenis61235     4.68              
Vardenis61236       Pavardenis61236     4.48              
Vardenis61237       Pavardenis61237     3.60              
Vardenis61248       Pavardenis61248     3.44              
Vardenis61249       Pavardenis61249     2.80              
Vardenis61251       Pavardenis61251     4.12              
Vardenis61252       Pavardenis61252     3.72              
Vardenis61254       Pavardenis61254     4.68              
Vardenis61257       Pavardenis61257     2.48              
Vardenis61258       Pavardenis61258     3.24              
Vardenis61259       Pavardenis61259     3.56              
Vardenis61260       Pavardenis61260     2.88              
Vardenis61261       Pavardenis61261     4.68              
Vardenis61262       Pavardenis61262     2.76              
Vardenis61263       Pavardenis61263     3.68              
Vardenis61264       Pavardenis61264     4.24              
Vardenis61265       Pavardenis61265     4.48              
Vardenis61266       Pavardenis61266     2.84              
Vardenis61272       Pavardenis61272     3.84              
Vardenis61276       Pavardenis61276     2.60              
Vardenis61277       Pavardenis61277     3.28              
Vardenis61279       Pavardenis61279     4.12              
Vardenis61280       Pavardenis61280     3.60              
Vardenis61283       Pavardenis61283     2.92              
Vardenis61284       Pavardenis61284     3.40              
Vardenis61289       Pavardenis61289     3.52              
Vardenis61291       Pavardenis61291     3.36              
Vardenis61293       Pavardenis61293     3.64              
Vardenis61295       Pavardenis61295     4.20              
Vardenis61301       Pavardenis61301     2.72              
Vardenis61302       Pavardenis61302     4.56              
Vardenis61306       Pavardenis61306     2.48              
Vardenis61308       Pavardenis61308     3.00              
Vardenis61309       Pavardenis61309     3.44              
Vardenis61311       Pavardenis61311     3.24              
Vardenis61312       Pavardenis61312     3.20              
Vardenis61313       Pavardenis61313     2.76              
Vardenis61314       Pavardenis61314     3.68              
Vardenis61316       Pavardenis61316     4.64              
Vardenis61319       Pavardenis61319     3.76              
Vardenis61320       Pavardenis61320     4.36              
Vardenis61321       Pavardenis61321     4.12              
Vardenis61324       Pavardenis61324     4.24              
Vardenis61326       Pavardenis61326     3.96              
Vardenis61330       Pavardenis61330     4.32              
Vardenis61331       Pavardenis61331     3.36              
Vardenis61334       Pavardenis61334     3.00              
Vardenis61335       Pavardenis61335     3.88              
Vardenis61337       Pavardenis61337     4.68              
Vardenis61339       Pavardenis61339     3.92              
Vardenis61340       Pavardenis61340     4.16              
Vardenis61341       Pavardenis61341     3.56              
Vardenis61343       Pavardenis61343     3.24              
Vardenis61346       Pavardenis61346     2.76              
Vardenis61348       Pavardenis61348     4.88              
Vardenis61349       Pavardenis61349     4.12              
Vardenis61350       Pavardenis61350     3.04              
Vardenis61351       Pavardenis61351     2.56              
Vardenis61355       Pavardenis61355     4.72              
Vardenis61357       Pavardenis61357     3.20              
Vardenis61359       Pavardenis61359     3.92              
Vardenis61362       Pavardenis61362     4.36              
Vardenis61364       Pavardenis61364     3.48              
Vardenis61370       Pavardenis61370     3.44              
Vardenis61371       Pavardenis61371     3.52              
Vardenis61374       Pavardenis61374     4.28              
Vardenis61376       Pavardenis61376     4.60              
Vardenis61382       Pavardenis61382     3.40              
Vardenis61383       Pavardenis61383     3.28              
Vardenis61384       Pavardenis61384     4.36              
Vardenis61386       Pavardenis61386     2.76              
Vardenis61389       Pavardenis61389     4.44              
Vardenis61390       Pavardenis61390     2.44              
Vardenis61391       Pavardenis61391     2.20              
Vardenis61393       Pavardenis61393     4.76              
Vardenis61396       Pavardenis61396     3.56              
Vardenis61397       Pavardenis61397     4.12              
Vardenis61398       Pavardenis61398     3.04              
Vardenis61400       Pavardenis61400     3.16              
Vardenis61404       Pavardenis61404     4.00              
Vardenis61405       Pavardenis61405     4.20              
Vardenis61410       Pavardenis61410     3.04              
Vardenis61411       Pavardenis61411     4.20              
Vardenis61412       Pavardenis61412     3.56              
Vardenis61414       Pavardenis61414     3.36              
Vardenis61416       Pavardenis61416     2.40              
Vardenis61417       Pavardenis61417     3.88              
Vardenis61419       Pavardenis61419     2.88              
Vardenis61423       Pavardenis61423     3.56              
Vardenis61425       Pavardenis61425     3.56              
Vardenis61428       Pavardenis61428     4.56              
Vardenis61430       Pavardenis61430     4.44              
Vardenis61431       Pavardenis61431     3.60              
Vardenis61439       Pavardenis61439     4.80              
Vardenis61440       Pavardenis61440     2.52              
Vardenis61444       Pavardenis61444     4.08              
Vardenis61446       Pavardenis61446     3.52              
Vardenis61447       Pavardenis61447     3.36              
Vardenis61448       Pavardenis61448     4.96              
Vardenis61449       Pavardenis61449     3.80              
Vardenis61453       Pavardenis61453     4.52              
Vardenis61454       Pavardenis61454     3.32              
Vardenis61456       Pavardenis61456     3.80              
Vardenis61458       Pavardenis61458     2.72              
Vardenis61459       Pavardenis61459     2.36              
Vardenis61460       Pavardenis61460     2.80              
Vardenis61464       Pavardenis61464     4.88              
Vardenis61466       Pavardenis61466     3.00              
Vardenis61467       Pavardenis61467     4.88              
Vardenis61469       Pavardenis61469     2.92              
Vardenis61471       Pavardenis61471     3.12              
Vardenis61472       Pavardenis61472     4.88              
Vardenis61473       Pavardenis61473     4.20              
Vardenis61476       Pavardenis61476     4.32              
Vardenis61477       Pavardenis61477     2.48              
Vardenis61481       Pavardenis61481     4.00              
Vardenis61484       Pavardenis61484     4.60              
Vardenis61487       Pavardenis61487     3.80              
Vardenis61492       Pavardenis61492     3.20              
Vardenis61494       Pavardenis61494     3.40              
Vardenis61496       Pavardenis61496     2.44              
Vardenis61498       Pavardenis61498     3.32              
Vardenis61505       Pavardenis61505     2.76              
Vardenis61506       Pavardenis61506     4.96              
Vardenis61511       Pavardenis61511     3.00              
Vardenis61513       Pavardenis61513     4.12              
Vardenis61518       Pavardenis61518     4.00              
Vardenis61519       Pavardenis61519     4.96              
Vardenis61521       Pavardenis61521     4.08              
Vardenis61523       Pavardenis61523     3.52              
Vardenis61526       Pavardenis61526     3.76              
Vardenis61527       Pavardenis61527     3.00              
Vardenis61528       Pavardenis61528     4.40              
Vardenis61531       Pavardenis61531     2.92              
Vardenis61537       Pavardenis61537     2.48              
Vardenis61538       Pavardenis61538     4.68              
Vardenis61543       Pavardenis61543     4.52              
Vardenis61546       Pavardenis61546     4.52              
Vardenis61548       Pavardenis61548     2.24              
Vardenis61550       Pavardenis61550     4.48              
Vardenis61551       Pavardenis61551     4.36              
Vardenis61552       Pavardenis61552     3.92              
Vardenis61554       Pavardenis61554     2.72              
Vardenis61558       Pavardenis61558     3.60              
Vardenis61561       Pavardenis61561     4.00              
Vardenis61564       Pavardenis61564     4.28              
Vardenis61566       Pavardenis61566     4.16              
Vardenis61568       Pavardenis61568     3.36              
Vardenis61570       Pavardenis61570     3.52              
Vardenis61572       Pavardenis61572     3.40              
Vardenis61574       Pavardenis61574     3.96              
Vardenis61576       Pavardenis61576     3.60              
Vardenis61580       Pavardenis61580     3.40              
Vardenis61583       Pavardenis61583     4.84              
Vardenis61584       Pavardenis61584     4.16              
Vardenis61586       Pavardenis61586     4.68              
Vardenis61587       Pavardenis61587     3.56              
Vardenis61589       Pavardenis61589     2.40              
Vardenis61590       Pavardenis61590     3.16              
Vardenis61592       Pavardenis61592     3.84              
Vardenis61595       Pavardenis61595     3.08              
Vardenis61597       Pavardenis61597     4.08              
Vardenis61598       Pavardenis61598     3.64              
Vardenis61599       Pavardenis61599     4.68              
Vardenis61605       Pavardenis61605     4.56              
Vardenis61606       Pavardenis61606     4.40              
Vardenis61610       Pavardenis61610     4.20              
Vardenis61612       Pavardenis61612     2.68              
Vardenis61613       Pavardenis61613     4.56              
Vardenis61617       Pavardenis61617     3.80              
Vardenis61621       Pavardenis61621     3.08              
Vardenis61622       Pavardenis61622     2.68              
Vardenis61624       Pavardenis61624     4.44              
Vardenis61626       Pavardenis61626     4.48              
Vardenis61628       Pavardenis61628     3.80              
Vardenis61633       Pavardenis61633     4.00              
Vardenis61635       Pavardenis61635     4.80              
Vardenis61636       Pavardenis61636     4.40              
Vardenis61639       Pavardenis61639     3.00              
Vardenis61640       Pavardenis61640     2.24              
Vardenis61643       Pavardenis61643     4.56              
Vardenis61644       Pavardenis61644     4.88              
Vardenis61645       Pavardenis61645     3.84              
Vardenis61648       Pavardenis61648     3.44              
Vardenis61650       Pavardenis61650     2.72              
Vardenis61651       Pavardenis61651     3.28              
Vardenis61664       Pavardenis61664     3.48              
Vardenis61665       Pavardenis61665     3.16              
Vardenis61666       Pavardenis61666     3.48              
Vardenis61669       Pavardenis61669     3.00              
Vardenis61670       Pavardenis61670     2.88              
Vardenis61671       Pavardenis61671     4.20              
Vardenis61672       Pavardenis61672     2.88              
Vardenis61677       Pavardenis61677     2.76              
Vardenis61680       Pavardenis61680     3.00              
Vardenis61684       Pavardenis61684     2.88              
Vardenis61688       Pavardenis61688     4.32              
Vardenis61690       Pavardenis61690     3.76              
Vardenis61691       Pavardenis61691     2.68              
Vardenis61692       Pavardenis61692     4.60              
Vardenis61693       Pavardenis61693     4.44              
Vardenis61697       Pavardenis61697     2.88              
Vardenis61698       Pavardenis61698     4.56              
Vardenis61699       Pavardenis61699     4.36              
Vardenis61704       Pavardenis61704     4.96              
Vardenis61705       Pavardenis61705     2.92              
Vardenis61711       Pavardenis61711     3.08              
Vardenis61715       Pavardenis61715     4.32              
Vardenis61717       Pavardenis61717     4.28              
Vardenis61719       Pavardenis61719     4.08              
Vardenis61723       Pavardenis61723     3.20              
Vardenis61728       Pavardenis61728     3.56              
Vardenis61729       Pavardenis61729     2.84              
Vardenis61732       Pavardenis61732     3.44              
Vardenis61733       Pavardenis61733     4.08              
Vardenis61739       Pavardenis61739     3.88              
Vardenis61743       Pavardenis61743     4.72              
Vardenis61744       Pavardenis61744     3.08              
Vardenis61747       Pavardenis61747     3.60              
Vardenis61753       Pavardenis61753     4.28              
Vardenis61754       Pavardenis61754     2.88              
Vardenis61755       Pavardenis61755     4.08              
Vardenis61762       Pavardenis61762     4.80              
Vardenis61766       Pavardenis61766     3.08              
Vardenis61768       Pavardenis61768     4.68              
Vardenis61774       Pavardenis61774     4.76              
Vardenis61776       Pavardenis61776     3.36              
Vardenis61781       Pavardenis61781     2.64              
Vardenis61783       Pavardenis61783     4.04              
Vardenis61785       Pavardenis61785     3.32              
Vardenis61786       Pavardenis61786     4.88              
Vardenis61787       Pavardenis61787     3.24              
Vardenis61789       Pavardenis61789     2.60              
Vardenis61790       Pavardenis61790     3.36              
Vardenis61796       Pavardenis61796     4.56              
Vardenis61798       Pavardenis61798     3.08              
Vardenis61799       Pavardenis61799     3.28              
Vardenis61800       Pavardenis61800     3.68              
Vardenis61805       Pavardenis61805     4.16              
Vardenis61806       Pavardenis61806     3.64              
Vardenis61807       Pavardenis61807     2.72              
Vardenis61808       Pavardenis61808     1.96              
Vardenis61811       Pavardenis61811     4.36              
Vardenis61814       Pavardenis61814     2.52              
Vardenis61821       Pavardenis61821     3.24              
Vardenis61822       Pavardenis61822     2.40              
Vardenis61824       Pavardenis61824     2.44              
Vardenis61827       Pavardenis61827     2.08              
Vardenis61830       Pavardenis61830     2.24              
Vardenis61831       Pavardenis61831     2.60              
Vardenis61833       Pavardenis61833     3.64              
Vardenis61842       Pavardenis61842     4.28              
Vardenis61843       Pavardenis61843     2.88              
Vardenis61848       Pavardenis61848     4.24              
Vardenis61851       Pavardenis61851     3.64              
Vardenis61853       Pavardenis61853     4.36              
Vardenis61854       Pavardenis61854     3.84              
Vardenis61855       Pavardenis61855     4.68              
Vardenis61856       Pavardenis61856     4.44              
Vardenis61861       Pavardenis61861     4.32              
Vardenis61863       Pavardenis61863     4.68              
Vardenis61867       Pavardenis61867     3.16              
Vardenis61869       Pavardenis61869     3.08              
Vardenis61875       Pavardenis61875     2.52              
Vardenis61876       Pavardenis61876     4.72              
Vardenis61877       Pavardenis61877     3.72              
Vardenis61880       Pavardenis61880     3.52              
Vardenis61881       Pavardenis61881     3.08              
Vardenis61882       Pavardenis61882     4.40              
Vardenis61884       Pavardenis61884     3.36              
Vardenis61888       Pavardenis61888     3.44              
Vardenis61893       Pavardenis61893     4.92              
Vardenis61894       Pavardenis61894     4.68              
Vardenis61897       Pavardenis61897     2.84              
Vardenis61898       Pavardenis61898     2.80              
Vardenis61900       Pavardenis61900     3.00              
Vardenis61901       Pavardenis61901     4.76              
Vardenis61905       Pavardenis61905     4.76              
Vardenis61907       Pavardenis61907     3.80              
Vardenis61911       Pavardenis61911     2.64              
Vardenis61916       Pavardenis61916     3.20              
Vardenis61917       Pavardenis61917     4.76              
Vardenis61919       Pavardenis61919     3.76              
Vardenis61922       Pavardenis61922     4.08              
Vardenis61927       Pavardenis61927     4.76              
Vardenis61928       Pavardenis61928     3.24              
Vardenis61930       Pavardenis61930     2.52              
Vardenis61932       Pavardenis61932     2.60              
Vardenis61933       Pavardenis61933     4.52              
Vardenis61935       Pavardenis61935     3.84              
Vardenis61936       Pavardenis61936     4.72              
Vardenis61939       Pavardenis61939     4.76              
Vardenis61940       Pavardenis61940     2.44              
Vardenis61942       Pavardenis61942     4.52              
Vardenis61945       Pavardenis61945     3.60              
Vardenis61946       Pavardenis61946     4.80              
Vardenis61949       Pavardenis61949     3.20              
Vardenis61950       Pavardenis61950     3.12              
Vardenis61953       Pavardenis61953     2.84              
Vardenis61954       Pavardenis61954     4.52              
Vardenis61957       Pavardenis61957     3.24              
Vardenis61958       Pavardenis61958     2.72              
Vardenis61959       Pavardenis61959     4.96              
Vardenis61965       Pavardenis61965     4.00              
Vardenis61966       Pavardenis61966     3.36              
Vardenis61968       Pavardenis61968     2.80              
Vardenis61969       Pavardenis61969     3.44              
Vardenis61970       Pavardenis61970     4.20              
Vardenis61971       Pavardenis61971     4.68              
Vardenis61974       Pavardenis61974     2.64              
Vardenis61978       Pavardenis61978     2.72              
Vardenis61979       Pavardenis61979     2.48              
Vardenis61980       Pavardenis61980     4.24              
Vardenis61982       Pavardenis61982     4.24              
Vardenis61985       Pavardenis61985     4.72              
Vardenis61992       Pavardenis61992     4.76              
Vardenis61993       Pavardenis61993     3.40              
Vardenis61998       Pavardenis61998     2.36              
Vardenis61999       Pavardenis61999     3.36              
Vardenis62001       Pavardenis62001     3.12              
Vardenis62004       Pavardenis62004     4.92              
Vardenis62006       Pavardenis62006     3.28              
Vardenis62007       Pavardenis62007     2.84              
Vardenis62011       Pavardenis62011     3.56              
Vardenis62012       Pavardenis62012     2.88              
Vardenis62015       Pavardenis62015     4.04              
Vardenis62016       Pavardenis62016     4.64              
Vardenis62020       Pavardenis62020     2.96              
Vardenis62021       Pavardenis62021     3.44              
Vardenis62023       Pavardenis62023     3.64              
Vardenis62026       Pavardenis62026     2.64              
Vardenis62033       Pavardenis62033     3.52              
Vardenis62034       Pavardenis62034     4.40              
Vardenis62036       Pavardenis62036     4.04              
Vardenis62037       Pavardenis62037     2.80              
Vardenis62042       Pavardenis62042     3.40              
Vardenis62043       Pavardenis62043     3.52              
Vardenis62047       Pavardenis62047     3.64              
Vardenis62052       Pavardenis62052     4.48              
Vardenis62053       Pavardenis62053     4.52              
Vardenis62054       Pavardenis62054     4.56              
Vardenis62055       Pavardenis62055     3.60              
Vardenis62056       Pavardenis62056     3.36              
Vardenis62057       Pavardenis62057     3.32              
Vardenis62058       Pavardenis62058     4.56              
Vardenis62065       Pavardenis62065     3.52              
Vardenis62066       Pavardenis62066     3.68              
Vardenis62068       Pavardenis62068     4.52              
Vardenis62069       Pavardenis62069     3.64              
Vardenis62070       Pavardenis62070     2.24              
Vardenis62071       Pavardenis62071     2.72              
Vardenis62074       Pavardenis62074     3.56              
Vardenis62080       Pavardenis62080     2.96              
Vardenis62081       Pavardenis62081     2.84              
Vardenis62082       Pavardenis62082     4.84              
Vardenis62083       Pavardenis62083     3.00              
Vardenis62086       Pavardenis62086     3.44              
Vardenis62091       Pavardenis62091     2.68              
Vardenis62097       Pavardenis62097     3.24              
Vardenis62098       Pavardenis62098     3.80              
Vardenis62099       Pavardenis62099     3.44              
Vardenis62103       Pavardenis62103     3.92              
Vardenis62105       Pavardenis62105     3.16              
Vardenis62109       Pavardenis62109     2.36              
Vardenis62110       Pavardenis62110     4.08              
Vardenis62111       Pavardenis62111     4.56              
Vardenis62113       Pavardenis62113     3.80              
Vardenis62114       Pavardenis62114     3.24              
Vardenis62115       Pavardenis62115     2.68              
Vardenis62120       Pavardenis62120     4.40              
Vardenis62122       Pavardenis62122     3.52              
Vardenis62124       Pavardenis62124     2.84              
Vardenis62127       Pavardenis62127     3.20              
Vardenis62129       Pavardenis62129     3.24              
Vardenis62130       Pavardenis62130     2.72              
Vardenis62131       Pavardenis62131     4.32              
Vardenis62133       Pavardenis62133     3.64              
Vardenis62135       Pavardenis62135     3.64              
Vardenis62136       Pavardenis62136     4.72              
Vardenis62137       Pavardenis62137     4.28              
Vardenis62138       Pavardenis62138     4.64              
Vardenis62139       Pavardenis62139     2.12              
Vardenis62144       Pavardenis62144     2.04              
Vardenis62145       Pavardenis62145     3.40              
Vardenis62148       Pavardenis62148     4.16              
Vardenis62149       Pavardenis62149     4.64              
Vardenis62151       Pavardenis62151     4.32              
Vardenis62153       Pavardenis62153     3.76              
Vardenis62154       Pavardenis62154     3.40              
Vardenis62155       Pavardenis62155     2.72              
Vardenis62157       Pavardenis62157     4.16              
Vardenis62159       Pavardenis62159     3.84              
Vardenis62162       Pavardenis62162     3.40              
Vardenis62167       Pavardenis62167     3.00              
Vardenis62173       Pavardenis62173     4.76              
Vardenis62181       Pavardenis62181     4.80              
Vardenis62182       Pavardenis62182     3.16              
Vardenis62189       Pavardenis62189     4.96              
Vardenis62191       Pavardenis62191     4.88              
Vardenis62192       Pavardenis62192     4.40              
Vardenis62197       Pavardenis62197     3.96              
Vardenis62201       Pavardenis62201     3.16              
Vardenis62203       Pavardenis62203     3.80              
Vardenis62206       Pavardenis62206     4.52              
Vardenis62208       Pavardenis62208     2.60              
Vardenis62210       Pavardenis62210     4.24              
Vardenis62213       Pavardenis62213     3.40              
Vardenis62216       Pavardenis62216     4.76              
Vardenis62217       Pavardenis62217     4.12              
Vardenis62221       Pavardenis62221     3.84              
Vardenis62224       Pavardenis62224     4.64              
Vardenis62230       Pavardenis62230     4.20              
Vardenis62235       Pavardenis62235     3.16              
Vardenis62236       Pavardenis62236     4.72              
Vardenis62237       Pavardenis62237     3.04              
Vardenis62239       Pavardenis62239     4.24              
Vardenis62240       Pavardenis62240     2.76              
Vardenis62245       Pavardenis62245     4.40              
Vardenis62247       Pavardenis62247     3.08              
Vardenis62248       Pavardenis62248     3.68              
Vardenis62252       Pavardenis62252     4.68              
Vardenis62253       Pavardenis62253     3.20              
Vardenis62257       Pavardenis62257     4.20              
Vardenis62259       Pavardenis62259     3.40              
Vardenis62261       Pavardenis62261     3.56              
Vardenis62265       Pavardenis62265     4.84              
Vardenis62266       Pavardenis62266     3.52              
Vardenis62267       Pavardenis62267     4.44              
Vardenis62271       Pavardenis62271     3.28              
Vardenis62275       Pavardenis62275     4.44              
Vardenis62277       Pavardenis62277     4.00              
Vardenis62278       Pavardenis62278     2.88              
Vardenis62281       Pavardenis62281     4.00              
Vardenis62282       Pavardenis62282     2.64              
Vardenis62284       Pavardenis62284     3.80              
Vardenis62286       Pavardenis62286     3.92              
Vardenis62288       Pavardenis62288     3.36              
Vardenis62295       Pavardenis62295     3.36              
Vardenis62299       Pavardenis62299     4.92              
Vardenis62303       Pavardenis62303     3.08              
Vardenis62305       Pavardenis62305     4.24              
Vardenis62306       Pavardenis62306     3.84              
Vardenis62313       Pavardenis62313     2.68              
Vardenis62317       Pavardenis62317     4.12              
Vardenis62318       Pavardenis62318     3.40              
Vardenis62319       Pavardenis62319     3.32              
Vardenis62322       Pavardenis62322     3.00              
Vardenis62324       Pavardenis62324     2.72              
Vardenis62326       Pavardenis62326     2.88              
Vardenis62328       Pavardenis62328     3.64              
Vardenis62331       Pavardenis62331     3.52              
Vardenis62333       Pavardenis62333     2.40              
Vardenis62334       Pavardenis62334     2.60              
Vardenis62335       Pavardenis62335     3.52              
Vardenis62341       Pavardenis62341     4.92              
Vardenis62342       Pavardenis62342     4.20              
Vardenis62343       Pavardenis62343     3.60              
Vardenis62345       Pavardenis62345     4.60              
Vardenis62346       Pavardenis62346     4.60              
Vardenis62348       Pavardenis62348     4.96              
Vardenis62356       Pavardenis62356     3.60              
Vardenis62358       Pavardenis62358     4.84              
Vardenis62359       Pavardenis62359     3.84              
Vardenis62365       Pavardenis62365     3.44              
Vardenis62368       Pavardenis62368     4.72              
Vardenis62369       Pavardenis62369     4.68              
Vardenis62370       Pavardenis62370     3.52              
Vardenis62373       Pavardenis62373     4.80              
Vardenis62377       Pavardenis62377     3.24              
Vardenis62384       Pavardenis62384     4.48              
Vardenis62385       Pavardenis62385     3.52              
Vardenis62387       Pavardenis62387     3.56              
Vardenis62388       Pavardenis62388     3.16              
Vardenis62391       Pavardenis62391     4.24              
Vardenis62399       Pavardenis62399     2.40              
Vardenis62400       Pavardenis62400     4.56              
Vardenis62401       Pavardenis62401     4.16              
Vardenis62403       Pavardenis62403     4.44              
Vardenis62405       Pavardenis62405     3.20              
Vardenis62406       Pavardenis62406     2.40              
Vardenis62407       Pavardenis62407     3.48              
Vardenis62408       Pavardenis62408     2.56              
Vardenis62412       Pavardenis62412     2.72              
Vardenis62413       Pavardenis62413     3.56              
Vardenis62414       Pavardenis62414     2.72              
Vardenis62415       Pavardenis62415     4.92              
Vardenis62419       Pavardenis62419     3.32              
Vardenis62422       Pavardenis62422     3.40              
Vardenis62423       Pavardenis62423     3.92              
Vardenis62426       Pavardenis62426     2.76              
Vardenis62429       Pavardenis62429     4.28              
Vardenis62430       Pavardenis62430     3.88              
Vardenis62433       Pavardenis62433     2.56              
Vardenis62435       Pavardenis62435     3.08              
Vardenis62436       Pavardenis62436     2.92              
Vardenis62442       Pavardenis62442     3.92              
Vardenis62443       Pavardenis62443     3.00              
Vardenis62445       Pavardenis62445     3.80              
Vardenis62449       Pavardenis62449     4.08              
Vardenis62451       Pavardenis62451     4.92              
Vardenis62452       Pavardenis62452     3.40              
Vardenis62455       Pavardenis62455     4.28              
Vardenis62456       Pavardenis62456     3.88              
Vardenis62457       Pavardenis62457     4.12              
Vardenis62460       Pavardenis62460     2.68              
Vardenis62461       Pavardenis62461     3.56              
Vardenis62463       Pavardenis62463     3.24              
Vardenis62468       Pavardenis62468     2.76              
Vardenis62469       Pavardenis62469     2.72              
Vardenis62470       Pavardenis62470     2.52              
Vardenis62472       Pavardenis62472     3.56              
Vardenis62474       Pavardenis62474     2.92              
Vardenis62475       Pavardenis62475     3.68              
Vardenis62476       Pavardenis62476     3.56              
Vardenis62477       Pavardenis62477     2.56              
Vardenis62478       Pavardenis62478     2.08              
Vardenis62484       Pavardenis62484     3.00              
Vardenis62488       Pavardenis62488     3.88              
Vardenis62489       Pavardenis62489     4.20              
Vardenis62491       Pavardenis62491     3.52              
Vardenis62492       Pavardenis62492     4.84              
Vardenis62495       Pavardenis62495     4.68              
Vardenis62496       Pavardenis62496     3.12              
Vardenis62499       Pavardenis62499     4.16              
Vardenis62501       Pavardenis62501     2.96              
Vardenis62502       Pavardenis62502     2.40              
Vardenis62506       Pavardenis62506     3.24              
Vardenis62507       Pavardenis62507     4.04              
Vardenis62510       Pavardenis62510     4.80              
Vardenis62511       Pavardenis62511     3.68              
Vardenis62512       Pavardenis62512     3.12              
Vardenis62513       Pavardenis62513     4.52              
Vardenis62516       Pavardenis62516     4.52              
Vardenis62517       Pavardenis62517     2.96              
Vardenis62519       Pavardenis62519     3.64              
Vardenis62521       Pavardenis62521     4.04              
Vardenis62522       Pavardenis62522     4.04              
Vardenis62525       Pavardenis62525     3.32              
Vardenis62527       Pavardenis62527     4.84              
Vardenis62530       Pavardenis62530     4.96              
Vardenis62531       Pavardenis62531     3.28              
Vardenis62534       Pavardenis62534     4.80              
Vardenis62536       Pavardenis62536     4.08              
Vardenis62537       Pavardenis62537     3.36              
Vardenis62538       Pavardenis62538     3.08              
Vardenis62539       Pavardenis62539     4.28              
Vardenis62545       Pavardenis62545     3.68              
