Vardas              Pavarde             ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    Egz.    
Vardenis7464        Pavardenis7464      6       10      6       4       5       4       6       1       6       10      8       
Vardenis7465        Pavardenis7465      4       10      5       7       10      5       7       4       3       6       10      
Vardenis7466        Pavardenis7466      5       4       1       3       2       8       1       3       7       5       9       
Vardenis7467        Pavardenis7467      6       5       5       10      1       8       7       4       2       8       1       
Vardenis7468        Pavardenis7468      6       10      10      7       8       5       4       4       6       7       4       
Vardenis7469        Pavardenis7469      7       8       2       7       8       8       1       2       1       10      7       
Vardenis7470        Pavardenis7470      8       10      5       2       2       2       9       6       6       4       6       
Vardenis7471        Pavardenis7471      3       7       2       2       8       9       8       2       1       9       2       
Vardenis7472        Pavardenis7472      3       9       7       10      7       8       7       5       1       6       1       
Vardenis7473        Pavardenis7473      5       4       4       7       8       8       4       4       3       5       7       
Vardenis7474        Pavardenis7474      2       1       5       8       3       7       7       1       5       3       9       
Vardenis7475        Pavardenis7475      7       10      6       7       7       8       6       1       8       5       7       
Vardenis7476        Pavardenis7476      5       7       4       8       3       9       9       2       3       2       7       
Vardenis7477        Pavardenis7477      1       6       9       7       6       2       6       2       3       6       3       
Vardenis7478        Pavardenis7478      7       6       6       6       10      4       8       2       3       8       3       
Vardenis7479        Pavardenis7479      6       9       6       8       7       8       7       6       6       3       9       
Vardenis7480        Pavardenis7480      10      5       2       9       8       1       8       6       4       1       1       
Vardenis7481        Pavardenis7481      6       2       7       9       7       1       10      1       5       6       3       
Vardenis7482        Pavardenis7482      7       4       2       6       3       8       7       4       3       3       5       
Vardenis7483        Pavardenis7483      10      2       7       6       5       9       8       2       8       5       8       
Vardenis7484        Pavardenis7484      10      1       6       7       8       1       10      3       2       8       9       
Vardenis7485        Pavardenis7485      4       5       1       1       9       6       8       3       9       3       1       
Vardenis7486        Pavardenis7486      8       8       10      2       8       9       7       2       2       6       3       
Vardenis7487        Pavardenis7487      9       8       4       1       4       8       10      6       8       9       10      
Vardenis7488        Pavardenis7488      9       9       7       4       10      1       6       5       8       5       9       
Vardenis7489        Pavardenis7489      2       4       7       9       5       6       10      8       3       9       5       
Vardenis7490        Pavardenis7490      5       4       5       2       4       4       7       8       2       6       7       
Vardenis7491        Pavardenis7491      2       3       4       3       8       1       7       7       9       5       2       
Vardenis7492        Pavardenis7492      8       10      1       2       4       10      1       9       8       3       4       
Vardenis7493        Pavardenis7493      7       2       2       1       6       5       1       7       10      4       4       
Vardenis7494        Pavardenis7494      10      3       9       2       8       2       10      9       9       1       7       
Vardenis7495        Pavardenis7495      8       1       7       2       3       6       9       5       6       9       8       
Vardenis7496        Pavardenis7496      2       1       1       9       6       6       6       1       7       6       6       
Vardenis7497        Pavardenis7497      3       3       8       1       6       1       6       4       5       7       1       
Vardenis7498        Pavardenis7498      6       8       3       8       6       6       8       2       1       5       4       
Vardenis7499        Pavardenis7499      4       6       5       1       9       2       7       10      2       8       6       
Vardenis7500        Pavardenis7500      9       5       3       1       1       7       6       1       6       10      4       
Vardenis7501        Pavardenis7501      6       10      7       7       2       9       4       3       7       1       1       
Vardenis7502        Pavardenis7502      3       1       6       4       1       2       7       9       7       6       4       
Vardenis7503        Pavardenis7503      10      9       2       5       3       5       9       3       4       3       4       
Vardenis7504        Pavardenis7504      6       10      2       7       6       9       9       9       1       3       9       
Vardenis7505        Pavardenis7505      3       5       6       4       6       8       8       9       3       2       6       
Vardenis7506        Pavardenis7506      6       5       5       7       4       7       1       10      9       6       5       
Vardenis7507        Pavardenis7507      10      4       6       4       2       8       9       8       5       9       1       
Vardenis7508        Pavardenis7508      4       1       6       3       7       8       9       1       1       9       1       
Vardenis7509        Pavardenis7509      3       9       9       8       7       6       1       6       8       3       9       
Vardenis7510        Pavardenis7510      5       1       8       8       3       7       4       8       2       1       4       
Vardenis7511        Pavardenis7511      6       9       3       2       8       9       1       8       2       10      3       
Vardenis7512        Pavardenis7512      4       10      6       3       10      9       10      4       2       4       7       
Vardenis7513        Pavardenis7513      1       6       8       4       4       7       7       10      9       6       8       
Vardenis7514        Pavardenis7514      2       2       7       9       10      5       7       8       3       7       4       
Vardenis7515        Pavardenis7515      6       7       9       4       1       5       6       7       6       3       10      
Vardenis7516        Pavardenis7516      4       5       10      9       4       9       9       5       1       3       7       
Vardenis7517        Pavardenis7517      8       2       4       9       5       6       6       3       8       3       8       
Vardenis7518        Pavardenis7518      5       3       8       4       9       1       1       10      6       3       2       
Vardenis7519        Pavardenis7519      1       2       2       2       9       2       5       6       1       7       3       
Vardenis7520        Pavardenis7520      3       3       4       3       3       9       9       4       7       10      8       
Vardenis7521        Pavardenis7521      1       2       9       10      3       4       7       1       4       3       3       
Vardenis7522        Pavardenis7522      8       4       9       10      6       6       8       5       1       8       9       
Vardenis7523        Pavardenis7523      1       6       1       5       6       6       8       3       1       5       5       
Vardenis7524        Pavardenis7524      2       1       3       3       8       8       3       1       7       3       5       
Vardenis7525        Pavardenis7525      5       5       8       10      6       8       7       6       9       9       1       
Vardenis7526        Pavardenis7526      8       9       1       6       6       10      2       4       7       4       3       
Vardenis7527        Pavardenis7527      3       5       7       1       10      8       4       2       9       3       3       
Vardenis7528        Pavardenis7528      6       10      2       10      3       6       4       10      10      4       6       
Vardenis7529        Pavardenis7529      9       7       6       3       8       6       7       10      10      4       4       
Vardenis7530        Pavardenis7530      3       2       4       6       8       2       7       6       9       10      1       
Vardenis7531        Pavardenis7531      10      10      5       8       9       3       9       2       3       3       5       
Vardenis7532        Pavardenis7532      5       2       9       6       7       6       1       9       1       5       9       
Vardenis7533        Pavardenis7533      4       3       2       8       9       9       3       10      4       2       2       
Vardenis7534        Pavardenis7534      6       9       9       10      9       4       1       5       8       4       1       
Vardenis7535        Pavardenis7535      3       6       4       3       10      1       7       2       9       5       4       
Vardenis7536        Pavardenis7536      4       7       1       6       10      4       10      3       5       7       2       
Vardenis7537        Pavardenis7537      10      4       3       2       5       10      1       9       8       4       9       
Vardenis7538        Pavardenis7538      2       8       1       7       4       10      7       8       4       2       2       
Vardenis7539        Pavardenis7539      4       7       2       6       3       10      7       10      2       10      9       
Vardenis7540        Pavardenis7540      6       10      8       4       8       1       1       2       5       10      10      
Vardenis7541        Pavardenis7541      2       3       10      5       9       9       5       9       9       3       10      
Vardenis7542        Pavardenis7542      1       9       8       5       8       8       9       9       5       7       3       
Vardenis7543        Pavardenis7543      3       10      4       6       8       6       1       2       3       3       7       
Vardenis7544        Pavardenis7544      7       4       5       9       3       3       9       3       2       10      4       
Vardenis7545        Pavardenis7545      1       8       4       5       3       1       7       4       10      5       5       
Vardenis7546        Pavardenis7546      1       1       9       2       1       9       9       5       6       7       10      
Vardenis7547        Pavardenis7547      2       2       8       5       1       6       7       7       7       6       2       
Vardenis7548        Pavardenis7548      4       7       4       10      7       10      2       1       9       6       10      
Vardenis7549        Pavardenis7549      1       6       6       7       10      4       6       7       8       3       9       
Vardenis7550        Pavardenis7550      5       7       5       10      8       7       10      10      6       8       6       
Vardenis7551        Pavardenis7551      7       6       1       8       3       5       8       6       1       5       10      
Vardenis7552        Pavardenis7552      2       6       6       7       7       5       1       6       2       6       6       
Vardenis7553        Pavardenis7553      2       1       5       9       5       8       7       7       9       7       5       
Vardenis7554        Pavardenis7554      5       8       4       10      8       9       2       4       8       10      2       
Vardenis7555        Pavardenis7555      3       8       5       9       10      8       1       1       2       4       9       
Vardenis7556        Pavardenis7556      5       1       1       9       8       3       5       1       6       8       5       
Vardenis7557        Pavardenis7557      7       9       4       1       6       3       9       6       1       3       4       
Vardenis7558        Pavardenis7558      2       6       3       2       10      1       2       6       2       8       4       
Vardenis7559        Pavardenis7559      8       2       3       2       9       1       1       5       5       9       2       
Vardenis7560        Pavardenis7560      2       8       5       7       5       3       10      7       3       7       2       
Vardenis7561        Pavardenis7561      5       9       7       5       2       10      2       4       5       3       5       
Vardenis7562        Pavardenis7562      1       10      9       4       4       5       8       3       6       5       9       
Vardenis7563        Pavardenis7563      1       9       8       2       3       5       10      10      3       2       6       
Vardenis7564        Pavardenis7564      1       2       6       4       10      3       5       4       8       6       9       
Vardenis7565        Pavardenis7565      1       8       7       8       3       7       6       9       1       10      2       
Vardenis7566        Pavardenis7566      3       1       1       1       9       8       8       2       10      9       8       
Vardenis7567        Pavardenis7567      4       9       4       7       8       5       10      5       7       5       8       
Vardenis7568        Pavardenis7568      10      1       1       7       1       3       8       2       6       5       4       
Vardenis7569        Pavardenis7569      6       7       3       7       8       8       3       7       2       8       6       
Vardenis7570        Pavardenis7570      2       6       8       10      1       3       3       9       5       6       3       
Vardenis7571        Pavardenis7571      7       6       7       6       4       2       10      3       1       10      8       
Vardenis7572        Pavardenis7572      8       10      10      6       6       4       10      7       9       1       10      
Vardenis7573        Pavardenis7573      1       9       10      2       2       4       7       10      5       4       4       
Vardenis7574        Pavardenis7574      2       9       4       5       4       10      4       2       6       7       10      
Vardenis7575        Pavardenis7575      4       8       6       4       4       1       4       6       3       2       6       
Vardenis7576        Pavardenis7576      2       7       3       4       8       7       3       9       7       3       6       
Vardenis7577        Pavardenis7577      7       8       7       10      7       3       3       9       3       10      6       
Vardenis7578        Pavardenis7578      10      8       7       4       2       9       3       3       8       3       9       
Vardenis7579        Pavardenis7579      8       10      7       10      5       2       6       10      10      6       10      
Vardenis7580        Pavardenis7580      1       3       6       6       2       10      9       2       8       7       10      
Vardenis7581        Pavardenis7581      8       8       5       7       7       1       2       9       8       2       3       
Vardenis7582        Pavardenis7582      5       5       4       6       3       4       8       2       5       4       1       
Vardenis7583        Pavardenis7583      1       7       8       8       6       7       2       8       2       10      10      
Vardenis7584        Pavardenis7584      1       4       9       4       10      1       6       10      2       3       4       
Vardenis7585        Pavardenis7585      4       9       2       3       9       1       8       4       2       8       1       
Vardenis7586        Pavardenis7586      6       1       5       6       2       5       1       4       5       8       2       
Vardenis7587        Pavardenis7587      3       6       7       10      7       5       6       2       8       9       6       
Vardenis7588        Pavardenis7588      1       8       5       8       3       7       3       3       7       4       9       
Vardenis7589        Pavardenis7589      9       7       10      2       3       7       8       1       5       6       5       
Vardenis7590        Pavardenis7590      10      9       6       1       3       8       5       1       10      2       4       
Vardenis7591        Pavardenis7591      2       7       9       6       2       1       3       6       4       5       5       
Vardenis7592        Pavardenis7592      9       3       4       9       10      9       4       7       9       9       4       
Vardenis7593        Pavardenis7593      1       6       6       2       9       5       8       2       10      9       8       
Vardenis7594        Pavardenis7594      8       3       3       8       8       6       9       10      9       1       1       
Vardenis7595        Pavardenis7595      3       7       9       1       3       2       8       5       10      3       6       
Vardenis7596        Pavardenis7596      2       1       9       5       2       7       6       5       4       4       3       
Vardenis7597        Pavardenis7597      3       5       2       3       8       10      7       6       4       3       9       
Vardenis7598        Pavardenis7598      7       9       2       5       4       10      10      10      9       6       1       
Vardenis7599        Pavardenis7599      3       7       4       1       4       1       3       3       8       8       1       
Vardenis7600        Pavardenis7600      2       6       10      7       6       8       10      7       4       3       10      
Vardenis7601        Pavardenis7601      1       10      6       3       7       3       7       2       4       10      2       
Vardenis7602        Pavardenis7602      6       10      7       6       7       3       7       9       4       5       2       
Vardenis7603        Pavardenis7603      7       6       4       4       10      9       2       9       10      3       9       
Vardenis7604        Pavardenis7604      5       1       2       5       7       9       7       9       5       3       9       
Vardenis7605        Pavardenis7605      1       5       7       6       7       6       4       8       9       2       7       
Vardenis7606        Pavardenis7606      8       7       10      4       2       5       8       7       1       7       9       
Vardenis7607        Pavardenis7607      1       3       4       2       10      4       7       2       1       3       1       
Vardenis7608        Pavardenis7608      7       1       7       2       4       10      8       5       4       6       8       
Vardenis7609        Pavardenis7609      4       10      3       6       9       5       1       7       1       3       5       
Vardenis7610        Pavardenis7610      4       10      2       9       1       7       9       3       2       1       7       
Vardenis7611        Pavardenis7611      10      5       4       4       9       3       10      8       7       1       3       
Vardenis7612        Pavardenis7612      2       7       2       4       2       5       10      1       5       2       2       
Vardenis7613        Pavardenis7613      5       9       10      2       3       2       4       2       9       5       9       
Vardenis7614        Pavardenis7614      5       8       6       8       10      8       3       1       4       4       1       
Vardenis7615        Pavardenis7615      7       2       9       1       7       8       7       9       3       2       4       
Vardenis7616        Pavardenis7616      8       6       4       5       10      9       3       6       3       5       7       
Vardenis7617        Pavardenis7617      8       5       8       3       9       3       2       8       1       1       1       
Vardenis7618        Pavardenis7618      9       10      4       6       5       6       6       5       2       7       9       
Vardenis7619        Pavardenis7619      9       4       3       10      1       1       9       7       1       3       3       
Vardenis7620        Pavardenis7620      6       2       8       9       4       6       3       8       4       9       4       
Vardenis7621        Pavardenis7621      6       7       6       10      6       7       4       7       2       6       5       
Vardenis7622        Pavardenis7622      4       3       10      5       8       8       5       6       1       5       10      
Vardenis7623        Pavardenis7623      1       6       6       9       6       7       1       1       6       5       9       
Vardenis7624        Pavardenis7624      3       7       6       9       6       7       10      3       4       9       2       
Vardenis7625        Pavardenis7625      4       10      8       6       1       2       8       1       10      1       7       
Vardenis7626        Pavardenis7626      6       6       10      6       7       6       9       1       8       9       5       
Vardenis7627        Pavardenis7627      2       1       7       3       7       1       4       8       6       2       4       
Vardenis7628        Pavardenis7628      8       8       7       4       3       1       1       10      8       7       3       
Vardenis7629        Pavardenis7629      9       9       5       8       4       10      6       8       1       8       8       
Vardenis7630        Pavardenis7630      6       4       4       7       1       9       10      2       5       8       1       
Vardenis7631        Pavardenis7631      8       1       1       8       8       1       7       10      1       4       7       
Vardenis7632        Pavardenis7632      7       10      8       9       10      7       2       7       8       4       10      
Vardenis7633        Pavardenis7633      4       1       4       1       6       8       7       3       9       4       3       
Vardenis7634        Pavardenis7634      8       9       3       7       1       7       3       4       9       10      7       
Vardenis7635        Pavardenis7635      4       10      10      2       9       7       8       6       7       1       9       
Vardenis7636        Pavardenis7636      5       8       9       2       1       6       4       9       1       4       10      
Vardenis7637        Pavardenis7637      10      5       9       3       2       7       8       10      4       3       2       
Vardenis7638        Pavardenis7638      9       6       4       4       3       8       2       5       3       4       3       
Vardenis7639        Pavardenis7639      10      3       7       3       1       5       8       6       6       7       9       
Vardenis7640        Pavardenis7640      4       3       6       3       1       2       6       4       7       9       1       
Vardenis7641        Pavardenis7641      5       6       3       10      2       10      10      1       9       7       8       
Vardenis7642        Pavardenis7642      6       5       2       9       9       4       7       9       4       4       6       
Vardenis7643        Pavardenis7643      6       9       4       5       5       10      8       2       6       9       9       
Vardenis7644        Pavardenis7644      10      5       8       6       5       3       7       8       3       5       4       
Vardenis7645        Pavardenis7645      4       10      1       6       5       8       2       6       10      10      5       
Vardenis7646        Pavardenis7646      5       9       7       9       8       4       2       5       4       1       5       
Vardenis7647        Pavardenis7647      3       9       6       5       10      7       3       7       7       3       2       
Vardenis7648        Pavardenis7648      8       6       10      4       6       5       4       3       8       3       8       
Vardenis7649        Pavardenis7649      6       6       9       3       2       1       5       2       7       4       4       
Vardenis7650        Pavardenis7650      1       4       6       10      9       8       10      3       5       5       9       
Vardenis7651        Pavardenis7651      1       4       2       6       7       8       9       6       9       9       5       
Vardenis7652        Pavardenis7652      5       3       2       4       5       8       2       10      7       5       2       
Vardenis7653        Pavardenis7653      10      2       2       8       3       9       8       1       1       3       3       
Vardenis7654        Pavardenis7654      7       5       6       6       6       7       3       3       2       10      5       
Vardenis7655        Pavardenis7655      6       1       5       3       9       5       2       8       7       2       9       
Vardenis7656        Pavardenis7656      4       9       4       2       10      7       7       6       2       5       8       
Vardenis7657        Pavardenis7657      10      10      7       5       9       1       2       9       9       3       4       
Vardenis7658        Pavardenis7658      9       8       9       10      7       8       7       2       9       10      9       
Vardenis7659        Pavardenis7659      6       2       7       1       5       6       6       10      7       2       1       
Vardenis7660        Pavardenis7660      1       7       8       10      9       5       4       10      4       10      5       
Vardenis7661        Pavardenis7661      1       9       7       4       4       7       5       6       5       3       9       
Vardenis7662        Pavardenis7662      5       8       6       6       5       8       10      10      3       10      3       
Vardenis7663        Pavardenis7663      7       3       9       9       5       4       4       7       1       1       1       
Vardenis7664        Pavardenis7664      5       2       7       6       2       2       8       5       6       1       2       
Vardenis7665        Pavardenis7665      10      2       3       1       10      5       7       1       7       4       6       
Vardenis7666        Pavardenis7666      3       4       9       9       1       7       5       2       5       10      9       
Vardenis7667        Pavardenis7667      4       9       2       4       7       2       4       6       10      3       5       
Vardenis7668        Pavardenis7668      7       8       10      6       8       7       9       5       1       4       1       
Vardenis7669        Pavardenis7669      10      4       10      3       7       7       2       4       6       10      5       
Vardenis7670        Pavardenis7670      5       7       6       9       8       8       8       4       4       1       5       
Vardenis7671        Pavardenis7671      10      4       4       2       7       10      6       6       2       7       4       
Vardenis7672        Pavardenis7672      2       3       5       6       1       4       3       3       3       8       3       
Vardenis7673        Pavardenis7673      9       3       3       4       3       7       6       1       4       7       1       
Vardenis7674        Pavardenis7674      6       10      2       10      3       5       4       3       8       7       6       
Vardenis7675        Pavardenis7675      10      10      8       7       4       1       7       5       6       3       3       
Vardenis7676        Pavardenis7676      9       7       1       9       9       3       10      4       10      8       9       
Vardenis7677        Pavardenis7677      6       5       3       6       2       1       4       7       10      8       10      
Vardenis7678        Pavardenis7678      10      5       5       5       1       2       2       9       3       4       6       
Vardenis7679        Pavardenis7679      1       10      7       6       6       9       9       2       10      4       4       
Vardenis7680        Pavardenis7680      2       8       3       4       7       8       10      3       10      5       10      
Vardenis7681        Pavardenis7681      1       4       9       9       7       4       9       6       10      1       4       
Vardenis7682        Pavardenis7682      4       5       4       8       10      5       1       5       1       7       10      
Vardenis7683        Pavardenis7683      4       10      1       9       8       6       3       5       7       10      9       
Vardenis7684        Pavardenis7684      4       10      9       10      6       4       5       7       10      4       7       
Vardenis7685        Pavardenis7685      8       9       1       1       3       6       8       5       9       5       7       
Vardenis7686        Pavardenis7686      5       3       3       7       6       8       7       9       5       10      9       
Vardenis7687        Pavardenis7687      5       4       2       10      2       1       7       5       6       5       1       
Vardenis7688        Pavardenis7688      6       5       4       1       5       1       3       10      1       4       10      
Vardenis7689        Pavardenis7689      4       3       6       4       6       8       6       4       8       4       5       
Vardenis7690        Pavardenis7690      9       6       10      10      9       10      4       5       4       2       10      
Vardenis7691        Pavardenis7691      1       10      10      10      3       5       10      3       7       1       2       
Vardenis7692        Pavardenis7692      6       2       6       3       1       6       9       8       2       9       8       
Vardenis7693        Pavardenis7693      2       7       7       5       10      2       8       8       6       9       7       
Vardenis7694        Pavardenis7694      8       6       1       8       3       9       1       1       10      10      7       
Vardenis7695        Pavardenis7695      1       1       3       2       1       7       10      1       6       2       2       
Vardenis7696        Pavardenis7696      9       4       7       1       4       10      3       4       7       10      5       
Vardenis7697        Pavardenis7697      4       5       3       2       9       9       9       3       4       2       4       
Vardenis7698        Pavardenis7698      4       8       3       4       5       6       5       2       10      7       7       
Vardenis7699        Pavardenis7699      1       1       2       10      10      9       7       5       7       5       1       
Vardenis7700        Pavardenis7700      4       3       3       8       6       3       9       9       9       5       8       
Vardenis7701        Pavardenis7701      6       9       1       6       10      9       2       8       8       7       7       
Vardenis7702        Pavardenis7702      7       5       4       3       4       8       7       6       2       1       8       
Vardenis7703        Pavardenis7703      9       3       8       6       2       5       1       6       4       1       5       
Vardenis7704        Pavardenis7704      8       9       8       3       7       1       5       7       3       9       6       
Vardenis7705        Pavardenis7705      4       4       9       8       9       1       9       1       7       9       8       
Vardenis7706        Pavardenis7706      10      7       1       6       6       7       9       3       5       7       9       
Vardenis7707        Pavardenis7707      6       3       7       9       4       9       1       4       4       7       7       
Vardenis7708        Pavardenis7708      5       9       4       9       6       3       9       9       7       2       8       
Vardenis7709        Pavardenis7709      10      2       2       8       5       3       2       4       3       4       10      
Vardenis7710        Pavardenis7710      8       5       1       6       5       6       10      9       7       10      1       
Vardenis7711        Pavardenis7711      9       5       4       8       6       2       10      7       4       7       9       
Vardenis7712        Pavardenis7712      6       2       1       8       1       8       3       5       5       3       6       
Vardenis7713        Pavardenis7713      7       6       4       8       6       1       6       4       3       4       1       
Vardenis7714        Pavardenis7714      8       10      6       7       1       6       6       4       10      10      5       
Vardenis7715        Pavardenis7715      1       6       8       7       8       2       7       9       3       1       8       
Vardenis7716        Pavardenis7716      5       5       6       7       10      2       6       4       5       10      7       
Vardenis7717        Pavardenis7717      3       2       1       1       10      9       10      3       7       1       6       
Vardenis7718        Pavardenis7718      8       6       3       1       3       7       2       7       4       8       2       
Vardenis7719        Pavardenis7719      4       2       9       6       7       10      8       3       5       4       9       
Vardenis7720        Pavardenis7720      2       4       8       5       8       1       2       4       2       9       2       
Vardenis7721        Pavardenis7721      10      5       3       2       3       1       4       10      7       7       6       
Vardenis7722        Pavardenis7722      1       8       5       5       9       7       6       8       6       6       5       
Vardenis7723        Pavardenis7723      10      3       2       7       4       7       9       8       6       2       7       
Vardenis7724        Pavardenis7724      4       7       4       2       4       1       7       8       10      5       7       
Vardenis7725        Pavardenis7725      6       5       7       7       6       4       3       10      6       3       1       
Vardenis7726        Pavardenis7726      5       8       7       3       5       2       8       10      6       5       7       
Vardenis7727        Pavardenis7727      10      3       5       7       2       8       4       4       10      4       7       
Vardenis7728        Pavardenis7728      2       4       9       4       6       7       1       10      4       3       2       
Vardenis7729        Pavardenis7729      1       2       8       10      10      3       5       8       1       8       1       
Vardenis7730        Pavardenis7730      1       6       7       4       6       3       2       8       2       6       6       
Vardenis7731        Pavardenis7731      3       6       7       4       2       9       10      7       3       1       8       
Vardenis7732        Pavardenis7732      8       2       10      3       3       8       6       4       3       5       2       
Vardenis7733        Pavardenis7733      10      6       6       7       10      10      4       8       5       10      5       
Vardenis7734        Pavardenis7734      2       5       6       7       8       1       8       4       3       3       8       
Vardenis7735        Pavardenis7735      3       1       3       8       6       10      9       6       4       7       1       
Vardenis7736        Pavardenis7736      8       5       1       3       10      3       8       3       9       6       10      
Vardenis7737        Pavardenis7737      10      2       7       4       2       3       8       10      1       3       2       
Vardenis7738        Pavardenis7738      6       2       9       10      2       5       5       3       9       5       3       
Vardenis7739        Pavardenis7739      10      3       4       10      8       6       9       5       10      9       6       
Vardenis7740        Pavardenis7740      5       7       9       7       7       10      2       4       5       5       10      
Vardenis7741        Pavardenis7741      4       10      7       6       8       1       8       1       2       10      3       
Vardenis7742        Pavardenis7742      6       3       2       2       7       3       4       6       9       8       6       
Vardenis7743        Pavardenis7743      8       5       10      5       6       4       1       3       4       7       9       
Vardenis7744        Pavardenis7744      9       8       4       7       7       2       9       4       8       3       9       
Vardenis7745        Pavardenis7745      2       1       9       3       9       10      8       7       10      5       7       
Vardenis7746        Pavardenis7746      6       5       7       10      1       10      4       10      10      9       1       
Vardenis7747        Pavardenis7747      2       1       8       5       7       5       9       7       10      1       1       
Vardenis7748        Pavardenis7748      4       8       9       6       4       9       5       10      6       3       2       
Vardenis7749        Pavardenis7749      4       9       2       6       10      3       2       2       8       6       4       
Vardenis7750        Pavardenis7750      8       5       7       4       4       3       7       9       8       10      7       
Vardenis7751        Pavardenis7751      7       2       3       7       2       6       8       9       2       3       2       
Vardenis7752        Pavardenis7752      8       1       8       1       8       4       5       3       7       2       8       
Vardenis7753        Pavardenis7753      8       2       4       7       1       7       2       4       3       4       10      
Vardenis7754        Pavardenis7754      4       4       7       10      9       6       9       5       2       3       5       
Vardenis7755        Pavardenis7755      5       7       10      2       8       10      10      8       7       7       5       
Vardenis7756        Pavardenis7756      6       8       6       9       9       10      10      5       4       2       8       
Vardenis7757        Pavardenis7757      10      8       10      4       4       6       10      2       7       3       3       
Vardenis7758        Pavardenis7758      5       5       7       7       1       10      1       1       3       6       3       
Vardenis7759        Pavardenis7759      3       4       5       3       2       9       10      3       10      7       9       
Vardenis7760        Pavardenis7760      10      6       4       8       4       1       4       8       3       5       7       
Vardenis7761        Pavardenis7761      9       5       5       5       2       1       6       3       5       2       9       
Vardenis7762        Pavardenis7762      10      7       10      10      5       7       7       1       4       1       10      
Vardenis7763        Pavardenis7763      5       2       2       8       7       4       2       5       2       8       8       
Vardenis7764        Pavardenis7764      5       1       3       6       2       6       4       6       9       9       6       
Vardenis7765        Pavardenis7765      9       2       8       5       5       3       10      5       10      6       5       
Vardenis7766        Pavardenis7766      10      4       9       1       8       7       7       3       2       8       5       
Vardenis7767        Pavardenis7767      4       7       10      6       7       9       1       7       2       1       3       
Vardenis7768        Pavardenis7768      1       9       10      4       3       1       2       10      2       1       6       
Vardenis7769        Pavardenis7769      1       3       3       3       9       7       1       8       7       1       5       
Vardenis7770        Pavardenis7770      6       7       8       4       2       1       4       9       6       1       6       
Vardenis7771        Pavardenis7771      3       4       8       8       1       4       10      9       5       10      7       
Vardenis7772        Pavardenis7772      4       3       10      10      6       1       3       9       4       1       3       
Vardenis7773        Pavardenis7773      4       4       6       3       2       8       10      5       2       2       9       
Vardenis7774        Pavardenis7774      2       2       4       7       8       4       3       6       10      9       7       
Vardenis7775        Pavardenis7775      10      6       2       3       2       7       7       10      7       4       9       
Vardenis7776        Pavardenis7776      8       10      6       6       8       3       3       1       3       10      5       
Vardenis7777        Pavardenis7777      5       3       3       1       1       9       5       2       6       6       10      
Vardenis7778        Pavardenis7778      9       8       2       9       1       9       9       2       1       1       7       
Vardenis7779        Pavardenis7779      6       7       1       10      4       5       10      9       3       3       1       
Vardenis7780        Pavardenis7780      8       1       3       3       8       8       8       6       7       10      4       
Vardenis7781        Pavardenis7781      10      7       2       1       4       10      2       1       4       5       1       
Vardenis7782        Pavardenis7782      8       5       6       1       5       8       6       7       3       7       7       
Vardenis7783        Pavardenis7783      8       8       3       9       2       2       3       6       7       6       8       
Vardenis7784        Pavardenis7784      5       10      8       10      3       8       5       8       7       10      7       
Vardenis7785        Pavardenis7785      6       5       5       3       5       6       5       9       1       2       5       
Vardenis7786        Pavardenis7786      4       3       10      5       2       8       8       4       3       8       4       
Vardenis7787        Pavardenis7787      9       1       4       7       5       6       9       5       6       6       10      
Vardenis7788        Pavardenis7788      10      6       8       7       2       6       4       5       6       8       7       
Vardenis7789        Pavardenis7789      9       7       2       10      7       8       8       5       2       10      3       
Vardenis7790        Pavardenis7790      6       4       2       4       9       3       7       2       7       6       1       
Vardenis7791        Pavardenis7791      3       3       10      1       3       9       5       7       5       3       8       
Vardenis7792        Pavardenis7792      2       9       8       3       6       6       9       6       9       1       10      
Vardenis7793        Pavardenis7793      4       8       8       2       8       8       9       3       10      2       10      
Vardenis7794        Pavardenis7794      1       9       5       2       2       3       1       3       2       7       5       
Vardenis7795        Pavardenis7795      5       6       8       6       7       6       8       6       8       10      9       
Vardenis7796        Pavardenis7796      6       6       3       4       10      8       1       8       9       9       9       
Vardenis7797        Pavardenis7797      2       2       4       10      7       1       6       4       10      6       9       
Vardenis7798        Pavardenis7798      9       9       6       7       10      9       2       10      2       9       8       
Vardenis7799        Pavardenis7799      1       1       10      4       9       6       4       4       10      3       2       
Vardenis7800        Pavardenis7800      2       2       5       2       5       7       9       4       3       8       4       
Vardenis7801        Pavardenis7801      8       3       7       5       5       3       7       8       3       4       6       
Vardenis7802        Pavardenis7802      1       8       4       9       2       4       10      3       1       5       4       
Vardenis7803        Pavardenis7803      7       2       2       10      1       8       5       1       7       9       5       
Vardenis7804        Pavardenis7804      7       7       9       3       9       10      10      7       5       4       1       
Vardenis7805        Pavardenis7805      3       2       9       9       2       6       5       2       2       3       8       
Vardenis7806        Pavardenis7806      8       6       2       7       2       7       3       2       1       6       4       
Vardenis7807        Pavardenis7807      6       6       5       6       3       6       4       4       9       6       2       
Vardenis7808        Pavardenis7808      5       2       10      4       10      5       7       9       7       4       4       
Vardenis7809        Pavardenis7809      7       7       10      6       6       9       4       3       10      3       10      
Vardenis7810        Pavardenis7810      5       8       5       3       2       2       5       6       7       1       3       
